Agent,Start Node,End Node,Color Preference,Path,Length,Time Taken,Preferred_Color_Count,Distinct_Nodes_Visited,Path_Complexity,Visited_Shapes,Visited_Shininess,Cluster,Feature,Importance
0,0,12,red,"[0, 6, 8, 0, 10, 4, 14, 12]",8,0.0005345344543457031,8,7,7,circle|circle|triangle|triangle|triangle|triangle|triangle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
1,13,11,yellow,"[13, 5, 1, 9, 3, 11]",6,0.0,6,6,5,triangle|circle|triangle|circle|circle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny']",0,,
2,6,7,yellow,"[6, 3, 9, 5, 13, 4, 10, 8, 6, 0, 11, 2, 12, 7]",14,0.0,6,13,13,circle|triangle|triangle|circle|triangle|triangle|circle|circle|triangle|circle|circle|triangle|circle,"['shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,6,3,yellow,"[6, 3]",2,0.0,1,2,1,circle,['shiny'],0,,
4,8,0,yellow,"[8, 10, 8, 0]",4,0.0,0,3,3,triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny']",0,,
0,13,2,red,"[13, 4, 10, 0, 6, 8, 14, 12, 2]",9,0.0,8,9,8,triangle|triangle|triangle|circle|circle|triangle|triangle|circle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
1,1,10,red,"[1, 3, 6, 0, 8, 14, 4, 10]",8,0.0,6,8,7,circle|circle|triangle|circle|triangle|triangle|triangle,"['shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
2,6,9,red,"[6, 8, 0, 10, 4, 14, 12, 2, 11, 5, 9]",11,0.0,8,11,10,circle|triangle|triangle|triangle|triangle|triangle|circle|circle|triangle|triangle,"['shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
4,8,2,yellow,"[8, 6, 3, 9, 1, 5, 11, 2]",8,0.0,5,8,7,circle|circle|triangle|circle|triangle|circle|circle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
0,10,2,red,"[10, 8, 10, 0, 2]",5,0.0,5,4,4,circle|triangle|triangle|circle,"['shiny', 'not_shiny', 'shiny', 'shiny']",0,,
1,11,0,yellow,"[11, 5, 1, 9, 3, 11, 2, 12, 7, 14, 0]",11,0.0,7,10,10,triangle|circle|triangle|circle|circle|circle|triangle|circle|triangle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
4,10,3,red,"[10, 4, 10, 0, 6, 8, 14, 12, 2, 11, 3]",11,0.0,9,10,10,triangle|triangle|triangle|circle|circle|triangle|triangle|circle|circle|circle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
0,5,8,red,"[5, 12, 14, 8]",4,0.0,3,4,3,triangle|triangle|circle,"['not_shiny', 'not_shiny', 'shiny']",0,,
1,7,0,red,"[7, 14, 8, 10, 0]",5,0.0,4,5,4,triangle|circle|triangle|triangle,"['not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,4,9,yellow,"[4, 13, 5, 9]",4,0.0,3,4,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'shiny']",0,,
4,13,10,red,"[13, 4, 10]",3,0.0,2,3,2,triangle|triangle,"['shiny', 'not_shiny']",0,,
1,9,8,yellow,"[9, 5, 9, 3, 11, 2, 0, 10, 8]",9,0.0005376338958740234,5,8,8,triangle|triangle|circle|circle|circle|triangle|triangle|circle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny']",0,,
2,3,7,yellow,"[3, 1, 9, 3, 11, 5, 7]",7,0.0,7,6,6,circle|triangle|circle|circle|triangle|circle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
3,14,0,red,"[14, 12, 14, 4, 10, 0]",6,0.0,6,5,5,triangle|triangle|triangle|triangle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
4,8,0,yellow,"[8, 0]",2,0.0,0,2,1,triangle,['shiny'],0,,
0,5,13,yellow,"[5, 13]",2,0.0,2,2,1,circle,['shiny'],0,,
1,5,6,red,"[5, 12, 2, 0, 10, 4, 14, 8, 6]",9,0.0,8,9,8,triangle|circle|triangle|triangle|triangle|triangle|circle|circle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny']",0,,
2,11,0,yellow,"[11, 5, 7, 12, 3, 11, 0]",7,0.0005517005920410156,5,6,6,triangle|circle|triangle|circle|circle|triangle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,3,7,yellow,"[3, 1, 5, 13, 4, 3, 9, 14, 7]",9,0.0,7,8,8,circle|triangle|circle|triangle|circle|triangle|triangle|circle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny']",0,,
4,13,4,yellow,"[13, 5, 13, 4]",4,0.0,3,3,3,triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny']",0,,
0,10,11,red,"[10, 0, 14, 4, 10, 8, 6, 3, 12, 2, 11]",11,0.0,9,10,10,triangle|triangle|triangle|triangle|circle|circle|circle|triangle|circle|circle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
1,11,10,yellow,"[11, 5, 1, 9, 3, 11, 2, 12, 7, 14, 8, 10]",12,0.0005359649658203125,7,11,11,triangle|circle|triangle|circle|circle|circle|triangle|circle|triangle|circle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
3,8,12,red,"[8, 6, 0, 10, 8, 14, 12]",7,0.0,7,6,6,circle|triangle|triangle|circle|triangle|triangle,"['shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
0,3,2,yellow,"[3, 9, 1, 3, 11, 5, 13, 4, 14, 7, 12, 2]",12,0.0,8,11,11,triangle|circle|circle|circle|triangle|circle|triangle|triangle|circle|triangle|circle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
1,7,3,yellow,"[7, 5, 9, 1, 3]",5,0.0,5,5,4,triangle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
2,12,9,yellow,"[12, 3, 11, 5, 1, 9]",6,0.0005345344543457031,5,6,5,circle|circle|triangle|circle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
3,0,14,red,"[0, 10, 4, 14]",4,0.0,4,4,3,triangle|triangle|triangle,"['not_shiny', 'shiny', 'not_shiny']",0,,
0,8,0,yellow,"[8, 14, 9, 1, 5, 7, 12, 3, 11, 2, 0]",11,0.0,6,11,10,triangle|triangle|circle|triangle|circle|triangle|circle|circle|circle|triangle,"['not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny']",0,,
1,12,1,yellow,"[12, 3, 11, 5, 13, 4, 9, 1]",8,0.0,6,8,7,circle|circle|triangle|circle|triangle|triangle|circle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny']",0,,
2,6,5,red,"[6, 0, 10, 4, 14, 8, 6, 3, 12, 2, 11, 5]",12,0.0005345344543457031,9,11,11,triangle|triangle|triangle|triangle|circle|circle|circle|triangle|circle|circle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
3,7,11,yellow,"[7, 5, 7, 14, 9, 1, 3, 11]",8,0.0,7,7,7,triangle|circle|triangle|triangle|circle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
4,1,5,red,"[1, 9, 4, 10, 8, 6, 0, 14, 12, 2, 11, 3, 1, 5]",14,0.0,8,13,13,triangle|triangle|triangle|circle|circle|triangle|triangle|triangle|circle|circle|circle|circle|triangle,"['shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
1,5,14,red,"[5, 12, 14]",3,0.0,2,3,2,triangle|triangle,"['not_shiny', 'not_shiny']",0,,
2,3,5,yellow,"[3, 11, 3, 9, 1, 5]",6,0.0,6,5,5,circle|circle|triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
3,2,14,red,"[2, 0, 6, 8, 14]",5,0.0,5,5,4,triangle|circle|circle|triangle,"['shiny', 'shiny', 'shiny', 'not_shiny']",0,,
4,5,9,yellow,"[5, 7, 5, 9]",4,0.0,4,3,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'shiny']",0,,
2,4,9,yellow,"[4, 13, 5, 7, 12, 3, 9]",7,0.0,5,7,6,circle|triangle|circle|triangle|circle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny']",0,,
3,13,3,yellow,"[13, 5, 9, 3]",4,0.0,4,4,3,triangle|triangle|circle,"['not_shiny', 'shiny', 'shiny']",0,,
0,9,0,yellow,"[9, 5, 13, 4, 9, 3, 11, 2, 12, 7, 14, 8, 6, 0]",14,0.0005347728729248047,7,13,13,triangle|circle|triangle|triangle|circle|circle|circle|triangle|circle|triangle|circle|circle|triangle,"['not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny']",0,,
1,0,2,yellow,"[0, 3, 9, 1, 5, 7, 14, 0, 11, 2]",10,0.0,6,9,9,circle|triangle|circle|triangle|circle|triangle|triangle|circle|circle,"['shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,5,0,red,"[5, 12, 2, 0]",4,0.0,3,4,3,triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny']",0,,
0,3,11,red,"[3, 6, 0, 10, 8, 14, 12, 2, 11]",9,0.0,7,9,8,circle|triangle|triangle|circle|triangle|triangle|circle|circle,"['shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
1,7,10,red,"[7, 14, 4, 10]",4,0.0,3,4,3,triangle|triangle|triangle,"['not_shiny', 'shiny', 'not_shiny']",0,,
3,7,3,yellow,"[7, 5, 9, 1, 3]",5,0.0005333423614501953,5,5,4,triangle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
4,13,3,yellow,"[13, 5, 7, 14, 9, 1, 3]",7,0.0,6,7,6,triangle|circle|triangle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
0,2,9,red,"[2, 12, 2, 0, 10, 8, 6, 3, 4, 14, 9]",11,0.0,9,10,10,triangle|circle|triangle|triangle|circle|circle|circle|triangle|triangle|triangle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny']",0,,
1,5,9,red,"[5, 12, 2, 0, 10, 8, 14, 4, 9]",9,0.0,7,9,8,triangle|circle|triangle|triangle|circle|triangle|triangle|triangle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny']",0,,
2,1,8,yellow,"[1, 3, 9, 1, 5, 13, 4, 14, 7, 12, 2, 11, 0, 10, 8]",15,0.0005228519439697266,8,14,14,circle|triangle|circle|triangle|circle|triangle|triangle|circle|triangle|circle|circle|triangle|triangle|circle,"['shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,0,2,red,"[0, 2]",2,0.0,2,2,1,circle,['shiny'],0,,
1,11,1,yellow,"[11, 3, 1]",3,0.0,3,3,2,circle|circle,"['shiny', 'not_shiny']",0,,
2,13,3,yellow,"[13, 5, 11, 3]",4,0.0,4,4,3,triangle|circle|circle,"['not_shiny', 'not_shiny', 'shiny']",0,,
4,9,3,yellow,"[9, 3]",2,0.0,2,2,1,circle,['shiny'],0,,
0,3,0,red,"[3, 12, 2, 0]",4,0.0,3,4,3,triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny']",0,,
1,9,12,red,"[9, 14, 12]",3,0.0,2,3,2,triangle|triangle,"['not_shiny', 'not_shiny']",0,,
4,14,9,yellow,"[14, 9]",2,0.0,1,2,1,triangle,['shiny'],0,,
0,6,14,red,"[6, 0, 10, 4, 14]",5,0.0,5,5,4,triangle|triangle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
4,13,3,yellow,"[13, 5, 1, 9, 3]",5,0.0,5,5,4,triangle|circle|triangle|circle,"['not_shiny', 'not_shiny', 'shiny', 'shiny']",0,,
0,11,14,red,"[11, 2, 12, 14]",4,0.0,3,4,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny']",0,,
1,7,1,red,"[7, 12, 14, 0, 10, 8, 6, 3, 4, 9, 1]",11,0.0005407333374023438,7,11,10,triangle|triangle|triangle|triangle|circle|circle|circle|triangle|triangle|circle,"['not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny']",0,,
2,4,1,yellow,"[4, 3, 1]",3,0.0,2,3,2,circle|circle,"['shiny', 'not_shiny']",0,,
3,10,12,red,"[10, 8, 10, 0, 6, 3, 4, 14, 12]",9,0.0,8,8,8,circle|triangle|triangle|circle|circle|triangle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
4,14,10,red,"[14, 12, 2, 0, 14, 8, 10]",7,0.0,7,6,6,triangle|circle|triangle|triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
1,6,0,red,"[6, 8, 6, 0]",4,0.0005352497100830078,4,3,3,circle|circle|triangle,"['shiny', 'shiny', 'shiny']",0,,
2,3,14,red,"[3, 4, 10, 0, 14]",5,0.0,4,5,4,triangle|triangle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
3,8,1,yellow,"[8, 10, 8, 14, 7, 5, 13, 4, 3, 1]",10,0.0,5,9,9,triangle|circle|triangle|circle|triangle|circle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny']",0,,
4,3,1,yellow,"[3, 9, 1]",3,0.0,3,3,2,triangle|circle,"['shiny', 'not_shiny']",0,,
1,1,14,red,"[1, 5, 12, 14]",4,0.0,2,4,3,triangle|triangle|triangle,"['not_shiny', 'not_shiny', 'not_shiny']",0,,
3,14,12,red,"[14, 8, 6, 0, 14, 12]",6,0.0,6,5,5,circle|circle|triangle|triangle|triangle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
4,1,5,red,"[1, 9, 14, 12, 2, 0, 6, 8, 10, 4, 3, 11, 5]",13,0.0,8,13,12,triangle|triangle|triangle|circle|triangle|circle|circle|triangle|triangle|circle|circle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
1,14,11,yellow,"[14, 9, 1, 5, 11]",5,0.0,4,5,4,triangle|circle|triangle|circle,"['shiny', 'not_shiny', 'not_shiny', 'not_shiny']",0,,
2,10,12,red,"[10, 8, 14, 12]",4,0.0,4,4,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny']",0,,
3,13,4,red,"[13, 4]",2,0.0,1,2,1,triangle,['shiny'],0,,
4,13,11,yellow,"[13, 5, 7, 12, 3, 11]",6,0.0,5,6,5,triangle|circle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
0,3,12,red,"[3, 12]",2,0.0,1,2,1,triangle,['not_shiny'],0,,
3,2,9,red,"[2, 12, 14, 8, 6, 0, 10, 4, 3, 9]",10,0.0,8,10,9,triangle|triangle|circle|circle|triangle|triangle|triangle|circle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny']",0,,
1,8,9,yellow,"[8, 6, 3, 1, 9]",5,0.0,3,5,4,circle|circle|circle|triangle,"['shiny', 'shiny', 'not_shiny', 'shiny']",0,,
2,6,13,red,"[6, 8, 6, 0, 10, 4, 14, 12, 2, 11, 5, 13]",12,0.0,9,11,11,circle|circle|triangle|triangle|triangle|triangle|triangle|circle|circle|triangle|circle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
3,1,5,red,"[1, 9, 14, 4, 10, 0, 2, 12, 7, 5]",10,0.0,6,10,9,triangle|triangle|triangle|triangle|triangle|circle|triangle|circle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
0,6,14,red,"[6, 0, 10, 8, 14]",5,0.0,5,5,4,triangle|triangle|circle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
1,8,11,yellow,"[8, 10, 8, 0, 11]",5,0.0,1,4,4,triangle|circle|triangle|circle,"['not_shiny', 'shiny', 'shiny', 'not_shiny']",0,,
2,14,6,red,"[14, 4, 14, 0, 8, 6]",6,0.0,6,5,5,triangle|triangle|triangle|circle|circle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny']",0,,
3,11,10,red,"[11, 2, 12, 14, 4, 10]",6,0.0,5,6,5,circle|triangle|triangle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
2,1,10,yellow,"[1, 3, 9, 1, 5, 13, 4, 10]",8,0.0,6,7,7,circle|triangle|circle|triangle|circle|triangle|triangle,"['shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny']",0,,
3,2,13,yellow,"[2, 11, 3, 1, 9, 5, 13]",7,0.0005342960357666016,6,7,6,circle|circle|circle|triangle|triangle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
4,11,6,red,"[11, 0, 8, 6]",4,0.0,3,4,3,triangle|circle|circle,"['shiny', 'shiny', 'shiny']",0,,
0,11,2,red,"[11, 2]",2,0.0,1,2,1,circle,['shiny'],0,,
1,2,8,red,"[2, 12, 2, 0, 8]",5,0.0,5,4,4,triangle|circle|triangle|circle,"['not_shiny', 'shiny', 'shiny', 'shiny']",0,,
3,5,0,red,"[5, 12, 14, 8, 0]",5,0.0,4,5,4,triangle|triangle|circle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny']",0,,
0,12,0,red,"[12, 2, 0]",3,0.0005340576171875,3,3,2,circle|triangle,"['shiny', 'shiny']",0,,
1,8,12,red,"[8, 14, 8, 6, 0, 10, 4, 9, 3, 12]",10,0.0,8,9,9,triangle|circle|circle|triangle|triangle|triangle|triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny']",0,,
3,0,9,red,"[0, 14, 8, 10, 0, 6, 3, 12, 2, 11, 5, 9]",12,0.0,8,11,11,triangle|circle|triangle|triangle|circle|circle|triangle|circle|circle|triangle|triangle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
0,11,9,red,"[11, 2, 12, 14, 8, 10, 0, 6, 3, 4, 9]",11,0.0,8,11,10,circle|triangle|triangle|circle|triangle|triangle|circle|circle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny', 'shiny']",0,,
1,13,8,red,"[13, 4, 14, 0, 8]",5,0.0,4,5,4,triangle|triangle|triangle|circle,"['shiny', 'not_shiny', 'shiny', 'shiny']",0,,
4,12,10,red,"[12, 2, 12, 14, 0, 8, 10]",7,0.0005340576171875,7,6,6,circle|triangle|triangle|triangle|circle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny']",0,,
0,12,4,red,"[12, 14, 12, 2, 0, 10, 8, 6, 3, 4]",10,0.0,9,9,9,triangle|triangle|circle|triangle|triangle|circle|circle|circle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'shiny']",0,,
4,8,10,red,"[8, 0, 10]",3,0.0,3,3,2,triangle|triangle,"['shiny', 'not_shiny']",0,,
0,0,8,yellow,"[0, 11, 3, 9, 1, 5, 13, 4, 14, 7, 12, 2, 0, 10, 8]",15,0.0,7,14,14,circle|circle|triangle|circle|triangle|circle|triangle|triangle|circle|triangle|circle|triangle|triangle|circle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny', 'shiny']",0,,
1,4,13,yellow,"[4, 13]",2,0.0,1,2,1,circle,['shiny'],0,,
2,13,3,yellow,"[13, 5, 11, 3]",4,0.0,4,4,3,triangle|circle|circle,"['not_shiny', 'not_shiny', 'shiny']",0,,
3,12,5,red,"[12, 2, 0, 6, 8, 14, 12, 5]",8,0.0005347728729248047,7,7,7,circle|triangle|circle|circle|triangle|triangle|triangle,"['shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'not_shiny']",0,,
4,13,10,red,"[13, 4, 14, 8, 6, 0, 10]",7,0.0,6,7,6,triangle|triangle|circle|circle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny']",0,,
1,11,13,yellow,"[11, 3, 1, 9, 5, 13]",6,0.0,6,6,5,circle|circle|triangle|triangle|circle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
2,4,7,red,"[4, 10, 4, 14, 8, 0, 2, 12, 7]",9,0.0,8,8,8,triangle|triangle|triangle|circle|triangle|circle|triangle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,3,11,red,"[3, 6, 0, 8, 14, 12, 2, 11]",8,0.0005345344543457031,6,8,7,circle|triangle|circle|triangle|triangle|circle|circle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
4,1,5,yellow,"[1, 3, 1, 5]",4,0.0,4,3,3,circle|circle|triangle,"['shiny', 'not_shiny', 'not_shiny']",0,,
1,4,11,red,"[4, 14, 0, 10, 8, 6, 3, 12, 2, 11]",10,0.0,8,10,9,triangle|triangle|triangle|circle|circle|circle|triangle|circle|circle,"['not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
3,7,10,red,"[7, 12, 14, 4, 10]",5,0.0,4,5,4,triangle|triangle|triangle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
0,11,14,red,"[11, 2, 0, 14]",4,0.0,3,4,3,circle|triangle|triangle,"['shiny', 'shiny', 'not_shiny']",0,,
1,8,13,yellow,"[8, 0, 3, 1, 5, 9, 4, 13]",8,0.0,5,8,7,triangle|circle|circle|triangle|triangle|triangle|circle,"['shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'shiny', 'shiny']",0,,
3,13,12,red,"[13, 4, 10, 8, 6, 0, 14, 12]",8,0.0,7,8,7,triangle|triangle|circle|circle|triangle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
4,3,4,red,"[3, 6, 8, 0, 14, 12, 2, 11, 3, 4]",10,0.0,7,9,9,circle|circle|triangle|triangle|triangle|circle|circle|circle|triangle,"['shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny']",0,,
2,10,14,red,"[10, 4, 14]",3,0.0,3,3,2,triangle|triangle,"['shiny', 'not_shiny']",0,,
3,1,4,yellow,"[1, 9, 1, 3, 11, 5, 7, 14, 4]",9,0.0005342960357666016,7,8,8,triangle|circle|circle|circle|triangle|circle|triangle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
1,4,0,red,"[4, 14, 4, 10, 0]",5,0.0,5,4,4,triangle|triangle|triangle|triangle,"['not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
2,12,14,red,"[12, 2, 12, 14]",4,0.0006809234619140625,4,3,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny']",0,,
4,14,0,red,"[14, 8, 14, 0]",4,0.0,4,3,3,circle|triangle|triangle,"['shiny', 'not_shiny', 'shiny']",0,,
0,5,12,yellow,"[5, 11, 3, 9, 1, 5, 7, 12]",8,0.0,7,7,7,circle|circle|triangle|circle|triangle|circle|triangle,"['not_shiny', 'shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny']",0,,
1,6,9,yellow,"[6, 3, 11, 5, 7, 14, 9]",7,0.0,5,7,6,circle|circle|triangle|circle|triangle|triangle,"['shiny', 'not_shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny']",0,,
3,4,10,red,"[4, 14, 12, 2, 0, 10]",6,0.0,6,6,5,triangle|triangle|circle|triangle|triangle,"['not_shiny', 'not_shiny', 'shiny', 'shiny', 'not_shiny']",0,,
0,1,2,red,"[1, 3, 6, 8, 0, 10, 4, 14, 12, 2]",10,0.0,8,10,9,circle|circle|circle|triangle|triangle|triangle|triangle|triangle|circle,"['shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny', 'shiny']",0,,
1,6,0,red,"[6, 0]",2,0.0,2,2,1,triangle,['shiny'],0,,
3,1,5,red,"[1, 9, 14, 0, 10, 8, 6, 3, 12, 2, 11, 5]",12,0.0005359649658203125,7,12,11,triangle|triangle|triangle|triangle|circle|circle|circle|triangle|circle|circle|triangle,"['shiny', 'not_shiny', 'shiny', 'not_shiny', 'shiny', 'shiny', 'shiny', 'not_shiny', 'shiny', 'not_shiny', 'not_shiny']",0,,
4,13,8,red,"[13, 4, 14, 8]",4,0.0,3,4,3,triangle|triangle|circle,"['shiny', 'not_shiny', 'shiny']",0,,
